seed,query_index,query_id,pairs,mcv_neighborhood,fd_neighborhood,candidate_neighborhood,nearest_column_jaccard,nearest_column_query,nearest_candidate_jaccard,nearest_candidate_query,max_shared_pairs,max_pair_containment,operator_compatibility_jaccard,operator_compatibility_on_shared,column_coverage,pair_coverage,candidate_coverage,mcv_coverage,fd_coverage,unseen_columns,unseen_pairs,unseen_candidates,selected_relevant,selected_candidate_coverage,selected_mcv_coverage,selected_fd_coverage,consumed_mcv,consumed_fd,consumed_any,consumed_both,relevant_support_mean,relevant_support_max,consumed_support_mean,consumed_support_max,harmful_support_mean,beneficial_support_mean,empty_qerror,train_qerror,oracle_qerror,delta,relative_improvement,outcome,oracle_gap,oracle_gap_recovery,harmful_presence,harmful_candidates,harmful_candidate_count,negative_magnitude,single_removal_repair,missing_useful,missing_candidate,no_training_signal,budget_pressure,mcv_trace,fd_trace,mechanism
0,0,query.1,15,15,9,24,0.4,query.17,0.19607843137254902,query.17,6,0.4,0.25,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3,0.125,0.2,0.0,1,0,True,False,3.75,7,6,6,,6,1.7998583054180384,1.793514070384938,1.0174759221678513,0.006344235033100443,0.0035248524920004293,positive,0.7760381482170866,0.008108867439914874,False,[],0,0.0,0.0,False,fd:486,False,False,[35],[],mcv_only
0,7,query.8,6,6,2,8,0.4,query.185,0.1,query.185,1,0.16666666666666666,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,False,False,3,5,,,,,1.361422326716653,1.361422326716653,1.001080195764987,0.0,0.0,neutral,0.3603421309516659,0.0,False,[],0,0.0,0.0,True,mcv:226,True,False,[],[],no_extstat_consumption
0,20,query.21,21,21,2,23,0.4,query.436,0.15217391304347827,query.436,6,0.2857142857142857,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0.043478260869565216,0.047619047619047616,0.0,1,0,True,False,3.9565217391304346,7,7,7,7,,1.2914954919730355,1.3419825715589988,1.0714674783824665,-0.050487079585963324,-0.039091951849428076,negative,0.27051509317653233,-0.22945750753315594,True,"[""mcv:50""]",1,0.050487079585963324,0.050487079585963324,True,mcv:412,True,False,[50],[],mcv_only
0,31,query.32,21,21,6,27,0.2857142857142857,query.78,0.10112359550561797,query.307,6,0.2857142857142857,0.2727272727272727,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0.037037037037037035,0.047619047619047616,0.0,1,0,True,False,3.4074074074074074,7,3,3,,3,1.2699100896416324,1.2530089425755508,1.1967219724916274,0.01690114706608159,0.013308932029078594,positive,0.05628697008392347,0.23092747462598745,False,[],0,0.0,0.0,True,mcv:383,True,False,[773],[],mcv_only
0,32,query.33,6,6,1,7,0.3333333333333333,query.209,0.075,query.209,3,0.5,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0.14285714285714285,0.16666666666666666,0.0,1,0,True,False,3.5714285714285716,6,6,6,6,,1.0132712793166891,1.020332647275634,1.0028701972340919,-0.007061367958944853,-0.006968881979667642,negative,0.01746245004154212,-0.6789070505231076,True,"[""mcv:112""]",1,0.007061367958944853,0.007061367958944853,False,mcv:1139,False,False,[112],[],mcv_only
0,37,query.38,15,15,5,20,0.3333333333333333,query.107,0.07692307692307693,query.396,3,0.2,0.3333333333333333,1.0,1.0,0.9333333333333333,0.95,0.9333333333333333,1.0,0.0,0.06666666666666667,0.05,2,0.1,0.06666666666666667,0.2,1,0,True,False,4.15,10,2,2,,2,2.295593288209963,2.2527053395315533,1.4054107318206417,0.042887948678409504,0.018682729601397417,positive,0.8472946077109116,0.04817882396209578,False,[],0,0.0,0.0,True,mcv:59,True,False,[1117],[],mcv_only
0,41,query.42,55,55,26,81,0.2727272727272727,query.212,0.08270676691729323,query.116,6,0.10909090909090909,0.2727272727272727,1.0,1.0,0.9818181818181818,0.9753086419753086,0.9818181818181818,0.9615384615384616,0.0,0.01818181818181818,0.024691358024691357,4,0.04938271604938271,0.01818181818181818,0.11538461538461539,1,1,True,True,3.3703703703703702,8,5,6,4,6,1.479871054306232,1.445260388712965,1.028720861966745,0.034610665593266976,0.02338762251789063,positive,0.41653952674621997,0.07671650412867989,True,"[""mcv:883""]",1,0.0,0.0,True,mcv:1292,True,False,[883],[133],mcv_fd_composed
0,46,query.47,10,10,6,16,0.3333333333333333,query.414,0.13043478260869565,query.275,3,0.3,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3,0.1875,0.2,0.16666666666666666,1,0,True,False,4.5625,9,9,9,,9,1.2777837763883686,1.271438246363919,1.003079781103087,0.006345530024449708,0.004966043662242471,positive,0.26835846526083196,0.02309951851213463,False,[],0,0.0,0.0,False,mcv:530,False,False,[40],[],mcv_only
0,47,query.48,15,15,3,18,0.375,query.90,0.13333333333333333,query.90,3,0.2,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,False,False,4.055555555555555,7,,,,,2.418887934006248,2.418887934006248,1.5873170237439005,0.0,0.0,neutral,0.8315709102623476,0.0,False,[],0,0.0,0.0,True,mcv:1999,True,False,[],[],no_extstat_consumption
0,48,query.49,15,15,3,18,0.3333333333333333,query.2,0.11764705882352941,query.2,3,0.2,0.2222222222222222,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,False,False,3.1666666666666665,7,,,,,1.5569468757487683,1.5569468757487683,1.00502098584757,0.0,0.0,neutral,0.5519258899011983,0.0,False,[],0,0.0,0.0,True,mcv:1262,True,False,[],[],no_extstat_consumption
0,50,query.51,45,45,11,56,0.3333333333333333,query.290,0.12612612612612611,query.290,10,0.2222222222222222,0.21428571428571427,0.75,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9,0.16071428571428573,0.15555555555555556,0.18181818181818182,2,1,True,True,4.964285714285714,9,6.666666666666667,8,8,6,1.3843429200290676,1.3322421103072588,1.3636424443020652,0.05210080972180875,0.03763576854260559,positive,0.0,2.5168894864501445,True,"[""mcv:4""]",1,0.0,0.0,False,mcv:741,False,False,"[4, 65]",[174],mcv_fd_composed
0,51,query.52,55,55,24,79,0.35714285714285715,query.61,0.14018691588785046,query.61,10,0.18181818181818182,0.26666666666666666,1.0,1.0,0.9454545454545454,0.9620253164556962,0.9454545454545454,1.0,0.0,0.05454545454545454,0.0379746835443038,5,0.06329113924050633,0.07272727272727272,0.041666666666666664,1,1,True,True,3.5443037974683542,8,5,6,6,4,1.3723397198167675,2.1560574687887293,1.1919057816693728,-0.7837177489719618,-0.5710814440877675,negative,0.9641516871193565,-4.343516286452443,True,"[""mcv:221""]",1,0.7837177489719618,0.7587222049929316,True,mcv:107,True,False,[221],[121],mcv_fd_composed
0,55,query.56,21,21,8,29,0.3076923076923077,query.310,0.07894736842105263,query.310,6,0.2857142857142857,0.23076923076923078,1.0,1.0,0.9047619047619048,0.9310344827586207,0.9047619047619048,1.0,0.0,0.09523809523809523,0.06896551724137931,2,0.06896551724137931,0.047619047619047616,0.125,1,0,True,False,3.7241379310344827,7,4,4,4,,1.073772695168076,1.228152049821141,1.0047676902170302,-0.15437935465306496,-0.14377284442765625,negative,0.22338435960411074,-2.2372196735959413,True,"[""mcv:385""]",1,0.15437935465306496,0.15437935465306496,False,mcv:1407,False,False,[385],[],mcv_only
